candidate,round,predicted_cycles,time_ms,schedule
3,9,1.12646e+07,0.052978,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,10,1.12646e+07,0.135386,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,11,1.12646e+07,0.195514,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,12,1.12646e+07,0.054227,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,13,1.12646e+07,0.229181,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,14,1.12646e+07,0.054984,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,15,1.12646e+07,0.048117,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,16,1.12646e+07,0.202194,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,17,1.12646e+07,1.10075,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,18,1.12646e+07,0.053001,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
3,19,1.12646e+07,0.052314,"order=ikj;outer=64,128,32;tile=16,64,16;micro=4,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,0,1.12646e+07,0.12068,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,1,1.12646e+07,0.083668,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,2,1.12646e+07,0.126306,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,3,1.12646e+07,0.051548,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,4,1.12646e+07,0.436271,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,5,1.12646e+07,0.04974,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,6,1.12646e+07,0.106811,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,7,1.12646e+07,0.053216,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,8,1.12646e+07,0.101601,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,9,1.12646e+07,0.13057,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,10,1.12646e+07,0.055966,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,11,1.12646e+07,0.050469,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,12,1.12646e+07,0.182148,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,13,1.12646e+07,0.050089,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,14,1.12646e+07,0.053455,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,15,1.12646e+07,0.201846,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,16,1.12646e+07,0.04772,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,17,1.12646e+07,0.693852,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,18,1.12646e+07,0.050736,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
4,19,1.12646e+07,0.048238,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=1;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,0,1.12646e+07,0.050048,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
5,1,1.12646e+07,0.108642,"order=ikj;outer=64,128,32;tile=16,64,16;micro=6,16;vector=8;unroll=4;threads=8;pack=;prefetch=0;fuse=true;pin=true"
